1425243820.059620,0.043363,-0.087224,1.372857,0.024462,-0.012782,-0.027298
1425243820.066230,0.043336,-0.087214,1.372850,0.024449,-0.012776,-0.027235
1425243820.073993,0.043311,-0.087174,1.372823,0.024433,-0.012763,-0.027220
1425243820.076809,0.043302,-0.087213,1.372837,0.024386,-0.012730,-0.027151
1425243820.078029,0.043282,-0.087193,1.372821,0.024362,-0.012763,-0.027164
1425243820.080842,0.043255,-0.087179,1.372800,0.024329,-0.012752,-0.027129
1425243820.084315,0.043237,-0.087191,1.372796,0.024272,-0.012780,-0.027176
1425243820.091112,0.043215,-0.087192,1.372791,0.024202,-0.012786,-0.027159
1425243820.093629,0.043193,-0.087194,1.372786,0.024132,-0.012791,-0.027142
1425243820.099592,0.043171,-0.087195,1.372780,0.024062,-0.012797,-0.027124
1425243820.100844,0.043156,-0.087198,1.372772,0.023969,-0.012824,-0.027179
1425243820.101999,0.043151,-0.087243,1.372783,0.023884,-0.012848,-0.027192
1425243820.106776,0.043144,-0.087273,1.372789,0.023806,-0.012822,-0.027164
1425243820.107975,0.043136,-0.087303,1.372795,0.023728,-0.012796,-0.027137
1425243820.108944,0.043117,-0.087318,1.372795,0.023578,-0.012881,-0.027206
1425243820.109996,0.043098,-0.087333,1.372794,0.023427,-0.012967,-0.027274
1425243820.111211,0.043087,-0.087341,1.372783,0.023371,-0.012911,-0.027205
1425243820.118013,0.043076,-0.087349,1.372772,0.023314,-0.012856,-0.027135
1425243820.120266,0.043061,-0.087369,1.372779,0.023162,-0.012933,-0.027197
1425243820.122312,0.043046,-0.087389,1.372786,0.023010,-0.013009,-0.027259
1425243820.128754,0.043046,-0.087420,1.372775,0.022970,-0.012944,-0.027215
1425243820.129891,0.043030,-0.087445,1.372775,0.022851,-0.012956,-0.027252
1425243820.131395,0.043020,-0.087454,1.372767,0.022724,-0.012961,-0.027305
1425243820.132291,0.043020,-0.087512,1.372775,0.022579,-0.012907,-0.027310
1425243820.133350,0.043008,-0.087537,1.372759,0.022464,-0.012861,-0.027347
1425243820.136725,0.043003,-0.087572,1.372750,0.022277,-0.012801,-0.027375
1425243820.137727,0.043011,-0.087655,1.372757,0.022141,-0.012706,-0.027385
1425243820.141297,0.042997,-0.087669,1.372732,0.021989,-0.012641,-0.027432
1425243820.145797,0.042983,-0.087683,1.372707,0.021838,-0.012576,-0.027480
1425243820.150024,0.042991,-0.087743,1.372699,0.021677,-0.012491,-0.027495
1425243820.152931,0.042999,-0.087803,1.372691,0.021515,-0.012406,-0.027509
1425243820.157989,0.042987,-0.087813,1.372668,0.021333,-0.012355,-0.027476
1425243820.161731,0.042978,-0.087852,1.372656,0.021203,-0.012303,-0.027456
1425243820.165967,0.042967,-0.087864,1.372633,0.021045,-0.012292,-0.027450
1425243820.170397,0.042962,-0.087914,1.372622,0.020931,-0.012273,-0.027449
1425243820.174830,0.042951,-0.087929,1.372604,0.020808,-0.012294,-0.027486
1425243820.179005,0.042940,-0.087962,1.372585,0.020690,-0.012300,-0.027471
1425243820.182485,0.042942,-0.088000,1.372577,0.020563,-0.012313,-0.027496
1425243820.187226,0.042944,-0.088037,1.372568,0.020435,-0.012325,-0.027520
1425243820.191222,0.042948,-0.088114,1.372567,0.020343,-0.012342,-0.027533
1425243820.194843,0.042947,-0.088152,1.372546,0.020262,-0.012351,-0.027572
1425243820.200725,0.042946,-0.088190,1.372526,0.020182,-0.012360,-0.027611
1425243820.203929,0.042926,-0.088192,1.372498,0.020093,-0.012417,-0.027658
1425243820.206720,0.042941,-0.088279,1.372510,0.020012,-0.012391,-0.027666
1425243820.211486,0.042938,-0.088317,1.372490,0.019953,-0.012425,-0.027702
1425243820.215664,0.042935,-0.088356,1.372470,0.019893,-0.012459,-0.027738
1425243820.219931,0.042948,-0.088437,1.372472,0.019839,-0.012419,-0.027782
1425243820.224278,0.042960,-0.088519,1.372473,0.019785,-0.012380,-0.027827
1425243820.228675,0.042957,-0.088556,1.372458,0.019800,-0.012400,-0.027894
1425243820.233240,0.042954,-0.088594,1.372443,0.019815,-0.012420,-0.027962
1425243820.236431,0.042992,-0.088732,1.372474,0.019848,-0.012367,-0.027974
1425243820.240788,0.042989,-0.088768,1.372457,0.019878,-0.012392,-0.028074
1425243820.244996,0.042996,-0.088828,1.372458,0.019888,-0.012376,-0.028081
1425243820.249072,0.042989,-0.088850,1.372442,0.019952,-0.012412,-0.028198
1425243820.254461,0.042992,-0.088917,1.372441,0.020017,-0.012401,-0.028235
1425243820.258224,0.042997,-0.088968,1.372444,0.020038,-0.012421,-0.028348
1425243820.261264,0.042993,-0.089006,1.372431,0.020082,-0.012428,-0.028445
1425243820.266201,0.043013,-0.089119,1.372452,0.020126,-0.012340,-0.028446
1425243820.270125,0.043008,-0.089147,1.372438,0.020155,-0.012330,-0.028522
1425243820.274921,0.043019,-0.089217,1.372444,0.020171,-0.012286,-0.028576
1425243820.278821,0.043030,-0.089287,1.372449,0.020188,-0.012242,-0.028630
1425243820.282851,0.043009,-0.089298,1.372431,0.020188,-0.012182,-0.028696
1425243820.286792,0.043014,-0.089361,1.372432,0.020239,-0.012152,-0.028781
1425243820.290310,0.042994,-0.089382,1.372409,0.020265,-0.012113,-0.028834
1425243820.294656,0.043004,-0.089473,1.372432,0.020225,-0.012057,-0.028854
1425243820.298813,0.043002,-0.089513,1.372434,0.020250,-0.012076,-0.028943
1425243820.303118,0.042998,-0.089555,1.372423,0.020270,-0.012006,-0.028961
1425243820.308715,0.042992,-0.089611,1.372426,0.020267,-0.011991,-0.029006
1425243820.312324,0.042986,-0.089666,1.372430,0.020263,-0.011976,-0.029051
1425243820.315962,0.042981,-0.089688,1.372422,0.020264,-0.011963,-0.029051
1425243820.320271,0.042976,-0.089709,1.372413,0.020266,-0.011949,-0.029051
1425243820.324701,0.042988,-0.089780,1.372426,0.020282,-0.011923,-0.029099
1425243820.328612,0.042983,-0.089825,1.372429,0.020257,-0.011907,-0.029126
1425243820.332514,0.042978,-0.089871,1.372432,0.020268,-0.011930,-0.029186
1425243820.337610,0.042978,-0.089921,1.372433,0.020281,-0.011872,-0.029155
1425243820.342157,0.042971,-0.089962,1.372439,0.020270,-0.011883,-0.029211
1425243820.345152,0.042964,-0.090004,1.372446,0.020259,-0.011895,-0.029267
1425243820.349009,0.042957,-0.090045,1.372452,0.020248,-0.011906,-0.029323
1425243820.353163,0.042950,-0.090087,1.372458,0.020237,-0.011917,-0.029379
1425243820.357887,0.042961,-0.090124,1.372454,0.020253,-0.011861,-0.029310
1425243820.361815,0.042954,-0.090135,1.372450,0.020219,-0.011888,-0.029344
1425243820.365918,0.042947,-0.090146,1.372445,0.020185,-0.011915,-0.029379
1425243820.370240,0.042947,-0.090185,1.372459,0.020161,-0.011911,-0.029415
1425243820.374019,0.042952,-0.090250,1.372481,0.020137,-0.011935,-0.029439
1425243820.378519,0.042949,-0.090265,1.372487,0.020083,-0.011952,-0.029445
1425243820.382740,0.042946,-0.090279,1.372493,0.020029,-0.011970,-0.029451
1425243820.387402,0.042944,-0.090316,1.372507,0.020025,-0.012032,-0.029513
1425243820.391583,0.042944,-0.090333,1.372516,0.019991,-0.012101,-0.029552
1425243820.396674,0.042945,-0.090349,1.372526,0.019956,-0.012170,-0.029591
1425243820.399245,0.042954,-0.090399,1.372555,0.019963,-0.012206,-0.029593
1425243820.403555,0.042946,-0.090385,1.372554,0.019959,-0.012280,-0.029626
1425243820.408019,0.042951,-0.090415,1.372582,0.019915,-0.012361,-0.029665
1425243820.411790,0.042956,-0.090445,1.372610,0.019871,-0.012442,-0.029703
1425243820.416521,0.042957,-0.090448,1.372619,0.019891,-0.012491,-0.029694
1425243820.420260,0.042956,-0.090444,1.372629,0.019899,-0.012552,-0.029768
1425243820.424537,0.042957,-0.090463,1.372649,0.019868,-0.012575,-0.029753
1425243820.428613,0.042955,-0.090470,1.372666,0.019872,-0.012633,-0.029780
1425243820.432485,0.042957,-0.090499,1.372698,0.019827,-0.012641,-0.029757
1425243820.436946,0.042951,-0.090468,1.372702,0.019823,-0.012709,-0.029823
1425243820.441704,0.042960,-0.090507,1.372735,0.019827,-0.012645,-0.029749
1425243820.445572,0.042957,-0.090521,1.372758,0.019790,-0.012618,-0.029731
